-0.359299,0.381912,-0.916473,-0.489622,0.828691,2.482110,06/05/2018 04:28:27.174
-0.287140,0.535919,-0.968765,-0.820913,0.510310,2.355575,06/05/2018 04:28:27.214
-0.271378,0.628235,-0.935913,-0.736982,0.010633,2.162383,06/05/2018 04:28:27.253
-0.344025,0.657608,-0.925980,-0.160156,0.143035,1.931523,06/05/2018 04:28:27.293
-0.352158,0.687790,-0.955795,-0.166429,-0.066696,1.809669,06/05/2018 04:28:27.333
-0.356171,0.860031,-0.856827,0.102489,-0.056448,1.623593,06/05/2018 04:28:27.373
-0.410629,0.935852,-0.834488,-0.140670,-0.237341,1.375932,06/05/2018 04:28:27.413
-0.347946,1.095276,-0.744537,-0.318334,-0.273568,0.978968,06/05/2018 04:28:27.451
-0.483932,1.204361,-0.666534,-0.731640,-0.576805,0.582467,06/05/2018 04:28:27.494
-0.471375,1.295166,-0.651749,-0.801989,-0.527172,-0.039335,06/05/2018 04:28:27.533
-0.486267,1.363861,-0.664078,-0.691587,-0.566454,-0.739856,06/05/2018 04:28:27.576
-0.442276,1.294281,-0.757706,-0.910094,-0.739282,-1.510509,06/05/2018 04:28:27.672
-0.407867,1.278854,-0.766113,-0.644304,-0.813000,-2.245001,06/05/2018 04:28:27.697
-0.423233,1.111908,-0.798492,-0.350823,-1.082862,-2.788179,06/05/2018 04:28:27.708
-0.427216,0.966080,-0.724976,-0.339723,-1.176497,-3.164063,06/05/2018 04:28:27.732
-0.492279,0.796021,-0.644806,-0.028129,-1.189739,-3.404116,06/05/2018 04:28:27.772
-0.562027,0.608902,-0.489609,0.144641,-1.175169,-3.468658,06/05/2018 04:28:27.812
-0.530334,0.499847,-0.431274,0.368793,-0.911828,-3.544256,06/05/2018 04:28:27.851
-0.573151,0.363571,-0.345505,0.364947,-0.892095,-3.640583,06/05/2018 04:28:27.891
-0.472198,0.234344,-0.344421,0.578579,-0.700381,-3.735892,06/05/2018 04:28:27.934
-0.470032,0.066559,-0.327393,0.694599,-0.903816,-3.815038,06/05/2018 04:28:27.971
-0.344131,-0.111313,-0.348480,0.681052,-0.899153,-3.724258,06/05/2018 04:28:28.011
-0.307770,-0.462753,-0.200943,0.480280,-1.367133,-3.647980,06/05/2018 04:28:28.050
-0.363358,-0.672272,-0.117767,-0.045434,-1.210166,-3.211806,06/05/2018 04:28:28.091
-0.280197,-1.003967,-0.008225,0.122776,-1.338152,-2.592976,06/05/2018 04:28:28.130
-0.384674,-1.083054,0.011551,-0.108088,-0.903905,-1.895076,06/05/2018 04:28:28.170
-0.315277,-1.142654,0.043503,0.109676,-0.772808,-1.352587,06/05/2018 04:28:28.210
-0.435425,-1.094543,0.007095,-0.126580,-0.156736,-0.754705,06/05/2018 04:28:28.254
-0.289474,-0.999649,-0.053665,0.121593,-0.146619,-0.536508,06/05/2018 04:28:28.297
-0.336838,-1.010635,-0.055649,0.265477,0.084200,-0.213219,06/05/2018 04:28:28.381
-0.351379,-1.001434,-0.028992,0.116378,0.096469,0.060541,06/05/2018 04:28:28.438
-0.330704,-0.987152,-0.004379,-0.131724,0.212667,0.334142,06/05/2018 04:28:28.455
-0.439285,-0.968201,0.028534,-0.162204,0.408168,0.631954,06/05/2018 04:28:28.464
-0.420776,-0.981750,0.041901,-0.050639,0.636472,0.918313,06/05/2018 04:28:28.489
-0.486359,-0.901123,0.050461,-0.054751,0.817991,1.164055,06/05/2018 04:28:28.529
-0.485733,-0.805084,-0.047470,0.158420,1.211023,1.424873,06/05/2018 04:28:28.570
-0.517502,-0.764282,-0.068283,0.309471,1.369024,1.480407,06/05/2018 04:28:28.609
-0.535690,-0.677567,-0.100647,0.554434,1.646062,1.551848,06/05/2018 04:28:28.649
-0.551285,-0.676712,-0.149078,0.525872,1.916332,1.664796,06/05/2018 04:28:28.689
-0.505508,-0.640869,-0.190491,0.197616,2.126618,1.871072,06/05/2018 04:28:28.729
-0.596893,-0.545349,-0.326508,0.171734,2.271914,2.149502,06/05/2018 04:28:28.768
-0.522888,-0.432358,-0.477768,0.391734,2.181920,2.225563,06/05/2018 04:28:28.808
-0.504944,-0.314270,-0.561401,0.190558,2.131200,2.345161,06/05/2018 04:28:28.848
-0.592743,-0.299194,-0.673996,0.226713,2.129951,2.472056,06/05/2018 04:28:28.887
-0.478897,-0.203949,-0.665405,-0.365241,1.804949,2.603462,06/05/2018 04:28:28.928
-0.547318,-0.111649,-0.712936,-0.351089,2.111192,2.814656,06/05/2018 04:28:28.968
-0.429932,-0.032043,-0.792557,-0.325053,1.992214,2.875647,06/05/2018 04:28:29.007
-0.312424,0.114319,-0.956497,-0.798783,2.056092,2.993341,06/05/2018 04:28:29.047
-0.162933,0.314560,-1.076675,-1.572070,1.423982,2.941842,06/05/2018 04:28:29.088
-0.145096,0.601959,-1.101746,-2.019599,0.612793,2.535364,06/05/2018 04:28:29.128
-0.371796,0.757400,-1.024246,-1.848709,-0.021491,1.998419,06/05/2018 04:28:29.167
-0.440887,0.880478,-0.984985,-0.824810,0.052899,1.376496,06/05/2018 04:28:29.207
-0.504227,1.014755,-1.026108,0.003984,0.144086,0.725738,06/05/2018 04:28:29.247
