0.029022,0.047592,-1.025711,-0.286166,0.322458,-1.112030
-0.031311,0.067093,-1.000916,-0.205665,0.195803,-0.996888
-0.048523,0.037842,-0.993820,-0.215706,0.216110,-0.974734
-0.038574,0.052628,-0.973251,-0.287331,0.176612,-0.951401
-0.043762,0.068329,-0.957809,-0.261862,0.113755,-0.918131
-0.057068,0.107040,-0.993637,-0.162683,0.068006,-0.902515
-0.065308,0.086029,-0.997131,-0.270059,0.046622,-0.872300
-0.069550,0.136322,-0.985641,-0.262633,0.036134,-0.786270
-0.084900,0.131729,-1.008255,-0.150124,0.020525,-0.644326
-0.115631,0.124725,-1.020905,-0.334449,0.033395,-0.520998
-0.160660,0.161758,-1.005173,-0.301234,0.070958,-0.425660
-0.167847,0.164581,-1.017456,-0.303466,0.101145,-0.268394
-0.195877,0.159653,-1.013519,-0.306155,0.115238,-0.154907
-0.223434,0.172745,-1.012039,-0.205865,0.185774,-0.142934
-0.210587,0.237686,-0.933624,-0.228834,0.273425,-0.047785
-0.233521,0.248749,-0.945694,0.047254,0.312317,0.061972
-0.247589,0.257126,-0.925980,0.136729,0.279511,0.152399
-0.254791,0.347107,-0.953094,0.167070,0.248894,0.299006
-0.259445,0.383514,-0.975647,0.381986,0.284777,0.532568
-0.235764,0.418350,-1.021591,0.814114,0.347682,0.837856
-0.197601,0.352402,-1.127411,0.616144,0.551760,1.082987
-0.078766,0.315475,-1.088425,-0.215314,0.610038,1.282369
-0.038040,0.322845,-1.025009,-0.396475,0.696535,1.410139
0.058380,0.323792,-1.069214,-0.194643,0.777075,1.575399
0.109589,0.174881,-1.051010,-0.438745,0.848621,1.723068
0.182068,0.259094,-0.958542,-0.193771,0.909704,1.741022
0.233688,0.175461,-0.947769,0.019222,0.921620,1.729234
0.278732,0.124786,-0.961533,-0.343065,0.990515,1.678280
0.337997,0.133087,-0.984451,-0.121621,0.870786,1.452694
0.359467,0.080566,-0.903183,0.111873,0.797987,1.214829
0.394165,0.054047,-1.014511,-0.011730,0.735595,1.018003
0.358765,-0.028610,-0.901474,-0.088380,0.716157,0.938046
0.359253,0.003235,-0.875259,0.149641,0.523388,0.992475
0.380615,-0.021667,-0.823257,-0.263623,0.315030,1.035740
0.302307,0.026657,-0.849457,-0.466773,0.080133,1.041948
0.249847,0.072464,-0.831421,-0.186565,-0.250227,1.094332
0.099976,0.012466,-0.844879,0.423006,-0.348896,1.077559
0.063995,-0.113083,-0.940552,0.224583,-0.385561,0.976128
0.127106,-0.051331,-0.778580,0.430053,-0.387075,0.656578
-0.131851,-0.367996,-0.993698,-0.294855,0.340892,0.112587
0.289490,-0.221359,-1.181519,-0.611959,0.010705,0.538202
0.377487,0.136307,-0.745804,-0.557805,0.220298,0.754886
0.391342,0.131699,-0.783051,-0.208423,-0.321233,0.807550
0.297638,-0.308334,-0.931473,-0.263213,-0.429545,0.558429
0.546661,-0.239075,-1.169083,-0.172032,-0.345846,0.221522
0.444733,-0.074539,-1.022156,0.610768,-0.375661,0.406325
0.321411,0.026566,-0.940659,0.385512,-0.306610,0.367583
0.347382,-0.061981,-0.857773,0.262830,-0.089914,0.483578
