0.543686,0.873306,-0.883560,-0.337824,-0.277082,-0.371178
0.493561,0.840057,-0.694595,0.354705,-0.278650,-0.086269
0.574341,0.777893,-0.670532,0.934551,-0.854924,-0.093634
0.781525,0.757339,-0.645828,0.663447,-1.445849,0.520916
0.657333,1.050873,-1.129990,0.555872,-2.155792,0.388539
0.702118,1.307739,-1.582809,3.461753,-0.604070,0.089397
0.825256,1.690475,-1.845627,2.632771,0.865174,1.974464
1.235870,2.019470,-2.024353,5.524364,0.064026,2.733074
1.612839,2.036697,-1.789520,6.574912,-1.791582,4.096606
1.608765,2.162308,-1.641403,7.848436,-3.008334,4.524852
1.488815,2.166351,-1.223175,8.877068,-3.551969,4.911119
1.052124,2.008667,-0.381714,9.850500,-3.151884,5.459583
0.574890,1.642242,-0.278702,8.147160,-2.348095,5.685610
0.236496,1.332382,0.090134,7.664065,-2.473687,4.761531
0.030838,1.056274,0.493362,6.567363,-2.597323,4.633330
-0.348145,0.985458,1.184692,5.918037,-3.239269,3.468465
-0.573486,0.621277,1.487274,2.420918,-1.622964,0.959037
-0.564758,0.448853,2.072662,0.717450,-0.668482,-0.283837
-0.517181,0.475464,2.032822,-1.943337,1.101477,-1.640335
-0.172195,0.835144,1.602554,-4.691603,2.475792,-2.762751
0.140991,1.582397,1.230728,-6.924386,4.051340,-3.780565
0.308075,2.402679,1.008240,-9.527725,4.977540,-6.523899
1.417099,3.881393,0.602890,-9.982097,7.581831,-7.783007
2.572128,4.964493,-0.602325,-9.736481,9.893395,-9.887402
3.812591,3.713669,-1.129593,-5.560495,6.001873,-9.809851
2.932358,3.642059,-1.303452,-8.292509,1.690009,-8.396237
2.306534,2.880981,-1.045868,-5.776537,3.356983,-5.695577
1.675751,2.369812,-0.873993,-4.111577,1.485559,-3.579753
1.177094,2.393982,-0.064926,-3.310085,-0.804071,-3.582920
1.462723,1.780502,-0.546722,-4.123418,0.620710,-4.852031
1.393539,1.071991,-0.731384,-1.057638,1.729180,-2.739084
1.282806,0.733841,-0.608261,0.311061,1.066964,-1.642620
1.220612,0.596207,-0.091507,0.687201,-0.917639,-0.032979
0.989395,0.797043,-0.158234,0.380672,-1.831865,1.125108
0.937347,0.948914,-0.129532,0.979091,-0.622865,2.002696
1.133926,1.120529,-0.430939,1.523474,0.340108,2.877184
1.441910,1.524704,-0.618607,2.193601,0.051121,3.870008
1.828567,2.141266,-0.581711,2.831513,-1.690817,4.261868
2.520294,2.813828,-1.050156,3.613720,-3.658391,4.644260
3.199707,3.442139,-0.961716,6.467614,-5.480384,6.449033
2.867493,3.611572,-0.463531,7.269794,-5.879854,8.263461
2.427002,3.237244,-0.416641,7.614605,-5.686132,8.601680
1.948196,2.766113,-0.021515,7.279011,-6.105361,7.971742
1.392273,2.081985,-0.084732,5.558698,-5.977895,6.237179
0.960602,1.698181,0.102036,5.860477,-6.174472,5.448863
0.568146,1.382202,0.257401,5.667625,-5.538989,3.925485
0.280487,1.124878,0.690689,5.811707,-5.159662,3.194986
-0.262466,0.865417,1.473190,5.669243,-2.903030,1.609796
-0.615753,0.524231,2.283524,4.781431,-0.437941,0.815561
-0.719330,1.082687,2.335434,1.760658,1.128362,-1.452070
-0.693481,1.373138,2.292511,-5.157864,2.405209,-3.717119
-0.016541,2.099228,1.138962,-9.373889,2.495115,-6.008713
0.769302,2.827621,0.478867,-9.795320,4.001982,-7.039315
1.283249,3.857132,0.460449,-9.444448,7.778454,-8.491694
2.599655,5.226349,0.045258,-10.537980,9.853416,-12.230952
3.985550,5.120392,-0.876572,-9.201054,5.576530,-11.918118
3.093735,4.198380,-0.993256,-9.370973,1.911319,-9.089884
2.387009,3.632523,-0.305878,-5.998465,2.869812,-4.743937
1.519134,3.422516,-0.576035,-5.378027,2.883491,-3.208524
1.346176,2.838959,-0.203095,-3.304930,3.860359,-5.757778
1.889084,1.603363,-0.846970,-2.306095,2.317404,-5.059061
1.544235,0.975845,-0.526199,-0.000682,-0.023868,-2.335535
1.089462,0.841248,-0.102417,0.691309,-1.699804,-0.422039
0.802521,0.772263,0.013596,0.363584,-1.610268,0.038977
0.858246,0.841827,-0.090103,0.612371,-0.092261,0.764018
0.998749,1.002655,-0.141342,1.281074,0.727497,1.563478
1.141708,1.375122,-0.297974,2.005415,0.591911,2.661167
1.255402,1.934753,-0.223206,2.470105,-0.988940,3.573757
1.084076,2.554108,-0.247650,3.160073,-2.394526,4.123099
0.259766,2.712341,0.450577,4.482418,1.923400,4.776529
1.527374,2.829117,-1.552353,3.526978,-4.015080,4.567629
1.651260,2.704239,-0.440567,5.881564,-4.122801,5.335947
2.100021,2.710205,-0.392349,8.156254,-4.560386,6.877192
2.204346,2.832230,-0.391037,7.285087,-1.607922,9.938021
1.284149,3.000229,-0.278595,6.481148,-3.635716,11.007873
0.277603,2.383545,-0.493958,6.486837,-4.644138,7.907592
0.323807,1.902176,0.100265,7.701155,-4.486237,5.894589
-0.081055,1.424103,0.702057,6.930232,-3.949578,4.461851
-0.507294,0.975021,1.165466,5.176051,-3.335200,3.378147
-0.989395,0.616425,1.900894,4.546764,-1.344036,1.217350
-1.011475,0.424454,2.830414,1.513470,-0.037243,-0.858545
-0.865692,0.749725,2.052475,-3.900022,0.866093,-2.602633
-0.675034,1.432694,1.419754,-6.031569,2.135200,-4.489120
-0.243622,2.497787,1.065613,-7.926685,2.681285,-6.622311
0.971008,3.993652,0.753662,-11.086103,3.962432,-9.159208
1.833588,5.087769,0.361679,-11.296113,6.620519,-9.255897
2.674896,5.523041,-1.163437,-10.130664,8.013941,-10.377532
2.759171,4.809128,-0.344391,-7.362173,3.754414,-9.858414
2.580032,4.664993,-1.160904,-7.204893,3.892584,-8.627779
2.182236,3.640457,-1.061813,-4.256697,1.063693,-7.372805
1.557480,2.968079,-0.278625,-3.170911,-0.722828,-5.563387
1.489426,1.990463,-0.682343,-3.564978,-0.596017,-5.285307
1.253479,1.096619,-1.041443,-1.136483,-0.728948,-2.581663
0.931976,0.960892,-0.278687,1.165356,-1.625158,-0.671370
0.765762,0.845825,-0.095337,0.489003,-2.651918,-0.203603
0.727325,0.690887,-0.008484,0.509579,-2.030087,0.039828
1.094269,0.747299,-0.055771,1.109908,-1.131039,1.041716
1.353271,1.085220,-0.006165,1.058612,-1.027107,2.354856
1.725922,1.553650,-0.304382,2.315564,-1.194198,3.855250
2.249466,2.162094,0.160477,3.524085,-3.247551,4.983298
2.658295,2.531235,0.392715,3.653557,-4.854784,6.190473
2.711624,2.683411,0.279007,3.575720,-4.418038,7.043136
2.720078,2.605072,-0.201523,4.178501,-3.275667,7.911293
2.437744,2.573715,-0.222778,4.428979,-3.829792,8.519775
1.929703,2.767654,-0.508728,4.957358,-3.824736,9.429984
1.148880,2.664307,-0.175125,6.286832,-3.905556,9.491043
0.416260,2.328644,-0.013306,6.616273,-2.824894,8.662477
0.118378,1.895355,0.302917,7.216709,-2.292249,7.665352
-0.400604,1.353256,0.854156,5.308257,-1.674865,6.394817
-0.724854,1.013397,0.993072,2.318691,-1.898166,4.464264
-1.203293,0.880844,1.534149,2.095684,-2.583724,2.712976
-1.666901,0.921707,2.272507,-0.272358,-0.399058,0.039207
-1.289536,1.278244,1.867783,-3.424623,2.085804,-3.302825
-0.391434,1.852325,1.254532,-5.867578,3.376993,-6.474434
0.320847,2.615402,0.899460,-6.627218,4.526370,-8.679032
1.344284,3.643356,0.784225,-6.801456,6.780604,-11.249341
2.659149,4.449951,0.409637,-7.184059,8.889512,-13.289680
4.793747,3.814148,-1.160660,-4.182429,7.367429,-11.794528
3.560272,2.500137,0.038574,-1.587641,2.528027,-8.323030
2.601898,2.458206,-0.448990,-1.435215,3.866150,-6.774869
2.111175,1.959747,0.045273,-0.455271,2.021621,-6.290378
1.802154,1.784760,0.201447,-0.795494,0.459227,-5.228254
1.545624,1.586899,0.229614,-1.320129,1.603755,-4.805446
