0.353882,-0.815536,-0.373642,-0.004883,-1.175961,0.155726
0.118469,-0.714188,-0.675491,-0.057460,-0.149644,0.016801
0.125259,-0.708725,-0.668610,-0.048583,-0.047547,0.014095
0.131195,-0.713104,-0.663208,-0.054407,-0.074312,0.006902
0.120377,-0.706787,-0.679382,-0.066594,-0.073271,0.001984
0.200577,-0.698059,-0.710342,-0.157415,-0.174944,0.144508
0.108719,-0.722656,-0.673111,-0.106215,0.308001,0.068278
0.120071,-0.695862,-0.750748,0.256863,-0.021529,0.247556
0.083084,-0.716522,-0.675644,0.170140,-0.045347,0.082837
0.078598,-0.714615,-0.665375,0.266228,-0.060483,0.032580
0.114059,-0.729050,-0.640839,0.140192,-0.046694,-0.003123
0.103775,-0.728149,-0.652618,0.087894,0.017811,0.025442
0.086014,-0.716995,-0.667313,0.146134,0.225171,0.008131
0.101868,-0.737030,-0.640915,0.071547,0.063644,0.027620
0.101425,-0.733078,-0.663406,0.054641,0.054956,0.005813
0.099380,-0.733124,-0.647263,0.063362,0.012495,0.036218
0.096024,-0.734604,-0.663422,0.109902,0.144334,0.038432
0.107925,-0.748764,-0.647781,0.116888,0.196702,0.022584
0.107834,-0.742874,-0.642380,0.088808,0.029855,0.047184
0.103500,-0.748810,-0.646332,0.073505,0.101221,0.042033
0.110825,-0.748260,-0.636520,0.053744,0.106892,0.056422
0.100571,-0.751800,-0.643417,0.047753,0.123941,0.020069
0.113327,-0.750198,-0.640915,0.039828,0.053426,0.017854
0.118134,-0.746231,-0.628159,0.005757,0.143773,0.036744
0.114334,-0.755615,-0.632614,-0.019355,0.070499,0.045320
0.112854,-0.756607,-0.629196,-0.020062,0.028079,0.033347
0.120163,-0.751129,-0.627686,-0.003194,0.068467,0.018805
0.115799,-0.753128,-0.637985,-0.026965,-0.014476,0.023794
0.115845,-0.753113,-0.647766,0.102544,-0.011239,0.063095
0.098129,-0.759216,-0.629272,0.106298,0.104060,0.076022
0.109924,-0.761566,-0.621887,0.042566,0.018260,0.022815
