-0.024460,-0.929169,-0.377853,-0.007633,-0.002808,-0.012531,06/05/2018 04:28:11.264
-0.029449,-0.922852,-0.372055,0.017191,0.012344,0.000779,06/05/2018 04:28:11.302
-0.029922,-0.925293,-0.372070,0.006336,0.005905,0.005927,06/05/2018 04:28:11.343
-0.030411,-0.925781,-0.372559,-0.023964,0.004597,-0.005278,06/05/2018 04:28:11.382
-0.028992,-0.919434,-0.371567,0.021586,-0.000447,-0.002410,06/05/2018 04:28:11.421
-0.028915,-0.931137,-0.372055,-0.014249,0.017458,-0.004003,06/05/2018 04:28:11.461
-0.034317,-0.922394,-0.374557,0.024751,0.018796,0.003065,06/05/2018 04:28:11.501
-0.030731,-0.936035,-0.382324,-0.024030,0.016355,0.000115,06/05/2018 04:28:11.541
-0.029861,-0.922379,-0.378891,0.009581,0.022950,-0.001449,06/05/2018 04:28:11.581
-0.029846,-0.928711,-0.377426,0.009631,0.008013,-0.002574,06/05/2018 04:28:11.621
-0.024094,-0.924286,-0.370056,-0.033726,-0.002908,-0.001187,06/05/2018 04:28:11.661
-0.031921,-0.923355,-0.369644,0.011791,0.006970,-0.000402,06/05/2018 04:28:11.700
-0.025009,-0.929657,-0.372498,-0.036019,0.007824,0.014869,06/05/2018 04:28:11.740
-0.027985,-0.927719,-0.370590,-0.031691,0.013181,0.013892,06/05/2018 04:28:11.780
-0.018600,-0.927185,-0.378769,-0.027469,0.011186,0.035362,06/05/2018 04:28:11.820
-0.022903,-0.937943,-0.382233,-0.025401,0.030435,0.042960,06/05/2018 04:28:11.860
-0.014618,-0.936920,-0.380188,-0.025513,0.020966,0.067543,06/05/2018 04:28:11.900
-0.022003,-0.936478,-0.375397,0.015434,0.057622,0.095114,06/05/2018 04:28:11.940
-0.002441,-0.959778,-0.364456,-0.031569,0.093841,0.140507,06/05/2018 04:28:11.980
0.032898,-0.978134,-0.367981,0.006898,0.120130,0.227940,06/05/2018 04:28:12.020
0.055725,-1.053619,-0.362381,0.008908,0.172342,0.418703,06/05/2018 04:28:12.060
0.076523,-1.088150,-0.367523,-0.044972,0.161990,0.743181,06/05/2018 04:28:12.105
0.004410,-1.072906,-0.356613,-0.019893,0.224640,1.067092,06/05/2018 04:28:12.147
0.039764,-1.140518,-0.337234,-0.180289,0.304270,1.384811,06/05/2018 04:28:12.179
-0.062485,-1.120087,-0.342743,-0.638453,0.284792,1.858891,06/05/2018 04:28:12.219
-0.108719,-1.143265,-0.352524,-0.541976,0.427751,2.363037,06/05/2018 04:28:12.259
-0.163986,-0.983063,-0.341385,-0.189586,0.421324,2.762714,06/05/2018 04:28:12.300
-0.265167,-0.941132,-0.281052,0.180952,0.675868,3.076973,06/05/2018 04:28:12.340
-0.314819,-0.674133,-0.383408,0.423544,0.905282,3.018677,06/05/2018 04:28:12.381
-0.411057,-0.483444,-0.439026,0.858236,1.219828,2.702679,06/05/2018 04:28:12.418
-0.424515,-0.347992,-0.564911,1.144709,1.403441,2.200710,06/05/2018 04:28:12.458
