4.31914,1.426944,8.647857,1.519739,0.585169,-0.22196,0.0,0.0,401.0,2.0,4
3.974375,-1.671153,7.149087,0.129565,0.280371,-0.096643,0.0,0.0,401.0,2.0,4
4.141969,0.306458,7.632715,-1.192639,0.213464,-0.029736,0.0,0.0,401.0,2.0,4
4.970363,-2.365471,7.422025,-1.740637,0.416309,-0.201782,0.0,0.0,401.0,2.0,4
6.05733,3.567361,9.174581,-0.400378,0.72323,-0.002124,0.0,0.0,401.0,2.0,4
4.103662,0.703895,8.552089,-1.674792,0.949439,0.32179,0.0,0.0,401.0,2.0,4
5.147534,-2.552219,8.810662,-1.416724,0.592603,0.735974,0.0,0.0,401.0,2.0,4
3.198654,0.699107,10.333375,-0.766772,0.478967,0.828369,0.0,0.0,401.0,2.0,4
5.942409,-5.070919,8.820239,-0.896338,-0.280371,0.485339,0.0,0.0,401.0,2.0,4
6.105214,-4.525041,6.981492,0.387634,-0.281433,0.312231,0.0,0.0,401.0,2.0,4
5.276821,1.565808,5.21936,3.06709,-0.064783,0.139124,0.0,0.0,401.0,2.0,4
5.832276,-1.35033,10.309433,2.335364,-0.444983,-0.032922,0.0,0.0,401.0,2.0,4
6.095638,0.148441,10.955867,1.248926,-1.104492,-0.628711,0.0,0.0,401.0,2.0,4
8.5473,-0.742202,4.568137,0.576672,-1.744885,-0.450293,0.0,0.0,401.0,2.0,4
7.000646,-1.527501,7.489063,0.627649,-0.820935,-0.006372,0.0,0.0,401.0,2.0,4
5.736508,-0.71826,4.788404,0.762524,-0.442859,0.173108,0.0,0.0,401.0,2.0,4
6.071696,-2.896984,11.477803,-0.275061,-0.089209,0.069031,0.0,0.0,401.0,2.0,4
3.375825,-1.532289,7.158664,-0.106201,-0.774207,0.139124,0.0,0.0,401.0,2.0,4
4.692636,-0.296881,7.058107,0.032922,-0.1901,-0.009558,0.0,0.0,401.0,2.0,4
5.712566,0.407014,7.503428,0.025488,-0.360022,-0.073279,0.0,0.0,401.0,2.0,4
6.579266,2.542642,7.551312,0.033984,-0.270813,-0.101953,0.0,0.0,401.0,2.0,4
7.891289,1.35033,8.269573,0.065845,-0.40144,0.097705,0.0,0.0,401.0,2.0,4
8.968679,1.594538,8.202535,0.103015,-0.400378,0.750842,0.0,0.0,401.0,2.0,4
7.675811,-0.105345,7.249643,0.226209,-0.363208,1.054578,0.0,0.0,401.0,2.0,4
7.120356,-1.771709,7.809886,-0.033984,-0.429053,1.252112,0.0,0.0,401.0,2.0,4
6.359,-2.892196,8.422802,0.381262,-0.276123,1.110864,0.0,0.0,401.0,2.0,4
6.536171,-2.03986,8.394072,0.355774,-0.354712,0.061597,0.0,0.0,401.0,2.0,4
10.711658,1.039084,4.74052,0.283557,-0.614905,-0.007434,0.0,0.0,401.0,2.0,4
11.654974,0.248997,-1.513135,0.52782,-0.562866,1.013159,0.0,0.0,401.0,2.0,4
8.408437,-2.743755,-4.711789,0.311169,-0.22196,1.249988,0.0,0.0,401.0,2.0,4
4.965575,-0.565032,0.952892,0.371704,0.632959,0.251697,0.0,0.0,401.0,2.0,4
6.263232,-0.766144,4.055778,-0.279309,-0.153992,-0.217712,0.0,0.0,401.0,2.0,4
7.297527,-1.541866,5.276821,-0.660571,-0.734912,-0.272937,0.0,0.0,401.0,2.0,4
8.413225,-1.551443,6.33027,-0.323914,-0.547998,-0.244263,0.0,0.0,401.0,2.0,4
7.82904,-1.656788,6.627151,-0.078589,-0.446045,-0.128503,0.0,0.0,401.0,2.0,4
8.106767,-1.61848,4.572925,-0.203906,-0.449231,-0.178418,0.0,0.0,401.0,2.0,4
7.058107,1.154005,7.316681,-0.214526,-0.108325,-0.457727,0.0,0.0,401.0,2.0,4
9.188946,-0.488417,9.002198,0.0,0.120007,-0.361084,0.0,0.0,401.0,2.0,4
8.777143,-1.484405,8.623915,0.286743,0.197534,-0.600037,0.0,0.0,401.0,2.0,4
9.097966,-1.417367,6.861782,0.442859,-0.305859,-0.507642,0.0,0.0,401.0,2.0,4
12.574347,-2.647987,2.432509,0.523572,-0.324976,-0.1901,0.0,0.0,401.0,2.0,4
12.574347,-2.892196,0.627281,0.386572,-0.161426,0.304797,0.0,0.0,401.0,2.0,4
12.464214,-3.754108,0.124498,-0.228333,-0.355774,-0.020178,0.0,0.0,401.0,2.0,4
11.506534,-2.082955,0.995988,-0.298425,0.050977,-0.164612,0.0,0.0,401.0,2.0,4
